symbol,name_of_company, series,fno_stock, date_of_listing, paid_up_value, market_lot, isin_number, face_value
SBCL,Shivalik Bimetal Controls Limited,eq,no,24-06-2021,2,1,INE386D01027,2
SBFC,SBFC Finance Limited,eq,no,16-08-2023,10,1,INE423Y01016,10
SBGLP,Suratwwala Business Group Limited,eq,no,10-02-2023,1,1,INE05ST01028,1
SBICARD,SBI Cards and Payment Services Limited,eq,yes,16-03-2020,10,1,INE018E01016,10
SBILIFE,SBI Life Insurance Company Limited,eq,yes,03-10-2017,10,1,INE123W01016,10
SBIN,State Bank of India,eq,yes,01-03-1995,1,1,INE062A01020,1
SCHAEFFLER,Schaeffler India Limited,eq,no,29-11-2000,2,1,INE513A01022,2
SCHAND,S Chand And Company Limited,eq,no,09-05-2017,5,1,INE807K01035,5
SCHNEIDER,Schneider Electric Infrastructure Limited,be,no,20-03-2012,2,1,INE839M01018,2
SCI,Shipping Corporation Of India Limited,eq,no,13-08-1997,10,1,INE109A01011,10
SCILAL,Shipping Corporation of India Land and Assets Limited,eq,no,19-03-2024,10,1,INE0PB301013,10
SCODATUBES,Scoda Tubes Limited,eq,no,04-06-2025,10,1,INE090501011,10
SCPL,Sheetal Cool Products Limited,be,no,22-11-2022,10,1,INE501Y01019,10
SDBL,Som Distilleries & Breweries Limited,eq,no,18-03-2014,2,1,INE480C01038,2
SEAMECLTD,Seamec Limited,eq,no,28-06-1995,10,1,INE497B01018,10
SECMARK,SecMark Consultancy Limited,eq,no,16-10-2023,10,1,INE0BTM01013,10
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,eq,no,29-01-2014,5,1,INE650K01021,5
SEDEMAC,SEDEMAC Mechatronics Limited,eq,no,11-03-2026,10,1,INE00XB01019,10
SEJALLTD,Sejal Glass Limited,eq,no,13-12-2021,10,1,INE955I01044,10
SELMC,SEL Manufacturing Company Limited,eq,no,26-10-2021,10,1,INE105I01020,10
SEMAC,Semac Construction Limited,eq,no,11-08-2005,10,1,INE617A01013,10
SENCO,Senco Gold Limited,eq,no,14-07-2023,5,1,INE602W01027,5
SENORES,Senores Pharmaceuticals Limited,eq,no,30-12-2024,10,1,INE0RB801010,10
SEPC,SEPC Limited,eq,no,20-02-2008,10,1,INE964H01014,10
SERVOTECH,Servotech Renewable Power System Limited,eq,no,02-09-2021,1,1,INE782X01033,1
SESHAPAPER,Seshasayee Paper and Boards Limited,eq,no,29-03-1995,2,1,INE630A01024,2
SETCO,Setco Automotive Limited,be,no,01-07-2016,2,1,INE878E01021,2
SETL,Standard Engineering Technology Limited,eq,no,13-01-2025,10,1,INE0M4D01010,10
SETUINFRA,Setubandhan Infrastructure Limited,bz,no,04-10-2011,1,1,INE023M01027,1
SEYAIND,Seya Industries Limited,be,no,11-07-2019,10,1,INE573R01012,10
SFL,Sheela Foam Limited,eq,no,09-12-2016,5,1,INE916U01025,5
SGFIN,SG Finserve Limited,eq,no,05-08-2025,10,1,INE618R01015,10
SGIL,Synergy Green Industries Limited,eq,no,28-07-2021,10,1,INE00QT01015,10
SGL,STL Global Limited,eq,no,10-04-2006,10,1,INE353H01010,10
SGMART,SG Mart Limited,eq,no,12-09-2025,1,1,INE385F01024,1
SHADOWFAX,Shadowfax Technologies Limited,eq,no,28-01-2026,10,1,INE12UN01015,10
SHAH,Shah Metacorp Limited,eq,no,27-10-2010,1,1,INE482J01021,1
SHAHALLOYS,Shah Alloys Limited,eq,no,16-06-2005,10,1,INE640C01011,10
SHAILY,Shaily Engineering Plastics Limited,eq,no,04-04-2022,2,1,INE151G01028,2
SHAKTIPUMP,Shakti Pumps (India) Limited,eq,no,29-01-2015,10,1,INE908D01010,10
SHALBY,Shalby Limited,eq,no,15-12-2017,10,1,INE597J01018,10
SHALPAINTS,Shalimar Paints Limited,eq,no,03-03-2008,2,1,INE849C01026,2
SHANKARA,Shankara Building Products Limited,be,no,05-04-2017,10,1,INE274V01019,10
SHANTI,Shanti Overseas (India) Limited,eq,no,16-09-2021,10,1,INE933X01016,10
SHANTIGEAR,Shanthi Gears Limited,eq,no,17-01-1996,1,1,INE631A01022,1
SHANTIGOLD,Shanti Gold International Limited,eq,no,01-08-2025,10,1,INE06ZD01017,10
SHARDACROP,Sharda Cropchem Limited,eq,no,23-09-2014,10,1,INE221J01015,10
SHARDAMOTR,Sharda Motor Industries Limited,eq,no,03-09-2015,2,1,INE597I01028,2
SHAREINDIA,Share India Securities Limited,eq,no,21-09-2020,2,1,INE932X01026,2
SHEKHAWATI,Shekhawati Industries Limited,eq,no,12-01-2011,10,1,INE268L01046,10
SHEMAROO,Shemaroo Entertainment Limited,eq,no,01-10-2014,10,1,INE363M01019,10
SHILCTECH,Shilchar Technologies Limited,eq,no,24-11-2025,10,1,INE024F01011,10
SHILPAMED,Shilpa Medicare Limited,eq,no,03-12-2009,1,1,INE790G01031,1
SHIVALIK,Shivalik Rasayan Limited,eq,no,09-12-2021,5,1,INE788J01021,5
SHIVAMAUTO,Shivam Autotech Limited,eq,no,21-11-2006,2,1,INE637H01024,2
SHIVAMILLS,Shiva Mills Limited,eq,no,26-02-2018,10,1,INE644Y01017,10
SHIVATEX,Shiva Texyarn Limited,eq,no,26-12-2017,10,1,INE705C01020,10
SHIVAUM,Shiv Aum Steels Limited,be,no,14-11-2025,10,1,INE719F01016,10
SHK,S H Kelkar and Company Limited,eq,no,16-11-2015,10,1,INE500L01026,10
SHOPERSTOP,Shoppers Stop Limited,eq,no,23-05-2005,5,1,INE498B01024,5
SHRADHA,Shradha Realty Limited,eq,no,22-10-2020,2,1,INE715Y01031,2
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,eq,no,28-01-2020,10,1,INE232A01011,10
SHREECEM,SHREE CEMENT LIMITED,eq,yes,26-04-1995,10,1,INE070A01015,10
SHREEJISPG,Shreeji Shipping Global Limited,eq,no,26-08-2025,10,1,INE1B6101010,10
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,eq,no,10-09-2015,10,1,INE712K01011,10
SHREERAMA,Shree Rama Multi-Tech Limited,eq,no,13-03-2000,5,1,INE879A01019,5
SHRENIK,Shrenik Limited,bz,no,02-08-2019,1,1,INE632X01030,1
SHREYANIND,Shreyans Industries Limited,eq,no,06-11-1996,10,1,INE231C01019,10
SHRINGARMS,Shringar House of Mangalsutra Limited,eq,no,17-09-2025,10,1,INE1B3L01017,10
SHRIPISTON,Shriram Pistons & Rings Limited,eq,no,02-06-2016,10,1,INE526E01018,10
SHRIRAMFIN,Shriram Finance Limited,eq,yes,11-12-1996,2,1,INE721A01047,2
SHRIRAMPPS,Shriram Properties Limited,eq,no,20-12-2021,10,1,INE217L01019,10
SHYAMCENT,Shyam Century Ferrous Limited,eq,no,28-07-2015,1,1,INE979R01011,1
SHYAMMETL,Shyam Metalics and Energy Limited,eq,no,24-06-2021,10,1,INE810G01011,10
SHYAMTEL,Shyam Telecom Limited,eq,no,06-11-2006,10,1,INE635A01023,10
SICALLOG,Sical Logistics Limited,be,no,12-10-2023,10,1,INE075B01020,10
SIEMENS,Siemens Limited,eq,yes,06-09-1995,2,1,INE003A01024,2
SIGACHI,Sigachi Industries Limited,eq,no,15-11-2021,1,1,INE0D0K01022,1
SIGIND,Signet Industries Limited,eq,no,29-08-2018,10,1,INE529F01035,10
SIGMA,Sigma Solve Limited,eq,no,09-06-2023,1,1,INE0A0S01028,1
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,eq,no,19-07-2007,10,1,INE933B01012,10
SIGNATURE,Signatureglobal (India) Limited,eq,no,27-09-2023,1,1,INE903U01023,1
SIGNPOST,Signpost India Limited,eq,no,14-02-2024,2,1,INE0KGZ01021,2
SIKKO,Sikko Industries Limited,eq,no,22-10-2021,1,1,INE112X01025,1
SIL,Standard Industries Limited,eq,no,27-01-2004,5,1,INE173A01025,5
SILGO,Silgo Retail Limited,eq,no,03-03-2021,10,1,INE01II01013,10
SILINV,SIL Investments Limited,eq,no,22-05-1996,10,1,INE923A01015,10
SILLYMONKS,Silly Monks Entertainment Limited,eq,no,08-07-2020,10,1,INE203Y01012,10
SILVERTUC,Silver Touch Technologies Limited,eq,no,12-05-2022,2,1,INE625X01026,2
SIMBHALS,Simbhaoli Sugars Limited,bz,no,14-03-2016,10,1,INE748T01016,10
SIMPLEXINF,Simplex Infrastructures Limited,eq,no,09-03-2004,2,1,INE059B01024,2
SINCLAIR,Sinclairs Hotels Limited,eq,no,10-04-2024,2,1,INE985A01022,2
SINDHUTRAD,Sindhu Trade Links Limited,eq,no,20-06-2023,1,1,INE325D01025,1
SINGERIND,Singer India Limited,eq,no,19-03-2026,2,1,INE638A01035,2
SINTERCOM,Sintercom India Limited,eq,no,07-10-2020,10,1,INE129Z01016,10
SIRCA,Sirca Paints India Limited,eq,no,22-07-2019,10,1,INE792Z01011,10
SIS,SIS LIMITED,eq,no,10-08-2017,5,1,INE285J01028,5
SITINET,Siti Networks Limited,bz,no,10-01-2007,1,1,INE965H01011,1
SIYSIL,Siyaram Silk Mills Limited,eq,no,29-01-2007,2,1,INE076B01028,2
SJS,S.J.S. Enterprises Limited,eq,no,15-11-2021,10,1,INE284S01014,10
SJVN,SJVN Limited,eq,no,20-05-2010,10,1,INE002L01015,10
SKFINDIA,SKF India Limited,eq,no,27-01-1999,10,1,INE640A01023,10
SKFINDUS,SKF India (Industrial) Limited,eq,no,05-12-2025,10,1,INE2J8701016,10
SKIPPER,Skipper Limited,eq,no,27-05-2015,1,1,INE439E01022,1
SKMEGGPROD,SKM Egg Products Export (India) Limited,eq,no,14-03-1997,5,1,INE411D01023,5
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,eq,no,06-01-2023,10,1,INE01IU01018,10
SMARTLINK,Smartlink Holdings Limited,eq,no,11-04-2001,2,1,INE178C01020,2
SMARTWORKS,Smartworks Coworking Spaces Limited,eq,no,17-07-2025,10,1,INE0NAZ01010,10
SMCGLOBAL,SMC Global Securities Limited,eq,no,24-02-2021,2,1,INE103C01036,2
SMLMAH,SML Mahindra Limited,eq,no,29-08-2003,10,1,INE294B01019,10
SMLT,Sarthak Metals Limited,eq,no,25-11-2021,10,1,INE017W01010,10
SMSPHARMA,SMS Pharmaceuticals Limited,eq,no,28-02-2007,1,1,INE812G01025,1
SNOWMAN,Snowman Logistics Limited,eq,no,12-09-2014,10,1,INE734N01019,10
SOBHA,Sobha Limited,eq,no,20-12-2006,10,1,INE671H01015,10
SOFTTECH,Softtech Engineers Limited,eq,no,25-02-2022,10,1,INE728Z01015,10
SOLARA,Solara Active Pharma Sciences Limited,eq,no,27-06-2018,10,1,INE624Z01016,10
SOLARINDS,Solar Industries India Limited,eq,yes,03-04-2006,2,1,INE343H01029,2
SOLARWORLD,Solarworld Energy Solutions Limited,eq,no,30-09-2025,5,1,INE0TY101024,5
SOLEX,Solex Energy Limited,eq,no,08-10-2025,10,1,INE880Y01017,10
SOMANYCERA,Somany Ceramics Limited,eq,no,22-11-1995,2,1,INE355A01028,2
SOMATEX,Soma Textiles & Industries Limited,be,no,14-08-1996,10,1,INE314C01013,10
SOMICONVEY,Somi Conveyor Beltings Limited,eq,no,18-07-2016,10,1,INE323J01019,10
SONACOMS,Sona BLW Precision Forgings Limited,eq,yes,24-06-2021,10,1,INE073K01018,10
SONAMLTD,SONAM LIMITED,eq,no,07-04-2022,5,1,INE00LM01029,5
SONATSOFTW,Sonata Software Limited,eq,no,28-07-1999,1,1,INE269A01021,1
SOTL,Savita Oil Technologies Limited,eq,no,28-06-1995,2,1,INE035D01020,2
SOUTHBANK,The South Indian Bank Limited,eq,no,08-12-1998,1,1,INE683A01023,1
SOUTHWEST,South West Pinnacle Exploration Limited,eq,no,18-04-2019,10,1,INE980Y01015,10
SPAL,S. P. Apparels Limited,eq,no,12-08-2016,10,1,INE212I01016,10
SPANDANA,Spandana Sphoorty Financial Limited,eq,no,19-08-2019,10,1,INE572J01011,10
SPARC,Sun Pharma Advanced Research Company Limited,eq,no,18-07-2007,1,1,INE232I01014,1
SPCENET,Spacenet Enterprises India Limited,eq,no,10-01-2017,1,1,INE970N01027,1
SPECIALITY,Speciality Restaurants Limited,eq,no,30-05-2012,10,1,INE247M01014,10
SPECTRUM,Spectrum Electrical Industries Limited,eq,no,28-03-2025,10,1,INE01EO01010,10
SPENCERS,Spencer's Retail Limited,eq,no,25-01-2019,5,1,INE020801028,5
SPIC,Southern Petrochemicals Industries Corporation  Limited,eq,no,10-01-1996,10,1,INE147A01011,10
SPLIL,SPL Industries Limited,eq,no,26-07-2005,10,1,INE978G01016,10
SPLPETRO,Supreme Petrochem Limited,eq,no,24-05-2022,2,1,INE663A01033,2
SPMLINFRA,SPML Infra Limited,eq,no,14-02-1996,2,1,INE937A01023,2
SPORTKING,Sportking India Limited,eq,no,24-08-2022,1,1,INE885H01029,1
SRD,Shankar Lal Rampal Dye-Chem Limited,eq,no,09-10-2024,10,1,INE01NE01012,10
SREEL,Sreeleathers Limited,eq,no,01-01-2014,10,1,INE099F01013,10
SRF,SRF Limited,eq,yes,18-08-2003,10,1,INE647A01010,10
SRGHFL,SRG Housing Finance Limited,eq,no,21-08-2023,10,1,INE559N01010,10
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,eq,no,08-05-2007,10,1,INE917H01012,10
SRM,SRM Contractors Limited,eq,no,03-04-2024,10,1,INE0R6Z01013,10
SRTL,Shree Ram Twistex Limited,eq,no,02-03-2026,10,1,INE19GK01015,10
SSDL,Saraswati Saree Depot Limited,eq,no,20-08-2024,10,1,INE0PQ101010,10
SSWL,Steel Strips Wheels Limited,eq,no,06-06-2005,1,1,INE802C01033,1
STALLION,Stallion India Fluorochemicals Limited,eq,no,23-01-2025,10,1,INE0RYC01010,10
STANLEY,Stanley Lifestyles Limited,eq,no,28-06-2024,2,1,INE01A001028,2
STAR,Strides Pharma Science Limited,eq,no,02-02-2000,10,1,INE939A01011,10
STARCEMENT,Star Cement Limited,eq,no,16-06-2017,1,1,INE460H01021,1
STARHEALTH,Star Health and Allied Insurance Company Limited,eq,no,10-12-2021,10,1,INE575P01011,10
STARPAPER,Star Paper Mills Limited,eq,no,13-09-1995,10,1,INE733A01018,10
STARTECK,Starteck Finance Limited,eq,no,04-05-2022,10,1,INE992I01013,10
STCINDIA,The State Trading Corporation of India Limited,eq,no,01-04-2003,10,1,INE655A01013,10
STEELCAS,Steelcast Limited,eq,no,23-11-2021,1,1,INE124E01038,1
STEELCITY,Steel City Securities Limited,eq,no,27-06-2019,10,1,INE395H01011,10
STEELXIND,STEEL EXCHANGE INDIA LIMITED,eq,no,20-07-2017,1,1,INE503B01021,1
STEL,Stel Holdings Limited,eq,no,09-02-2011,10,1,INE577L01016,10
STERTOOLS,Sterling Tools Limited,eq,no,02-02-2006,2,1,INE334A01023,2
STLNETWORK,STL Networks Limited,eq,no,04-09-2025,2,1,INE1VXE01018,2
STLTECH,Sterlite Technologies Limited,eq,no,08-12-2000,2,1,INE089C01029,2
STOVEKRAFT,Stove Kraft Limited,eq,no,05-02-2021,10,1,INE00IN01015,10
STUDDS,Studds Accessories Limited,eq,no,07-11-2025,5,1,INE00Q601028,5
STYL,Seshaasai Technologies Limited,eq,no,30-09-2025,10,1,INE04VU01023,10
STYLAMIND,Stylam Industries Limited,eq,no,02-08-2021,5,1,INE239C01020,5
STYLEBAAZA,Baazar Style Retail Limited,eq,no,06-09-2024,5,1,INE01FR01028,5
STYRENIX,Styrenix Performance Materials Limited,eq,no,29-03-1995,10,1,INE189B01011,10
SUBEXLTD,Subex Limited,eq,no,05-11-2020,5,1,INE754A01055,5
SUBROS,Subros Limited,eq,no,13-07-2005,2,1,INE287B01021,2
SUDARCOLOR,Sudarshan Colorants India Limited,eq,no,14-06-1995,10,1,INE492A01029,10
SUDARSCHEM,Sudarshan Chemical Industries Limited,eq,no,25-05-1995,2,1,INE659A01023,2
SUDEEPPHRM,Sudeep Pharma Limited,eq,no,28-11-2025,1,1,INE0QPI01025,1
SUKHJITS,Sukhjit Starch & Chemicals Limited,eq,no,07-11-2022,5,1,INE450E01029,5
SULA,Sula Vineyards Limited,eq,no,22-12-2022,2,1,INE142Q01026,2
SUMEETINDS,Sumeet Industries Limited,eq,no,10-12-2010,2,1,INE235C01036,2
SUMICHEM,Sumitomo Chemical India Limited,eq,no,27-01-2020,10,1,INE258G01013,10
SUMIT,Sumit Woods Limited,eq,no,30-07-2019,10,1,INE748Z01013,10
SUMMITSEC,Summit Securities Limited,eq,no,28-01-2011,10,1,INE519C01017,10
SUNCLAY,Sundaram Clayton Limited,eq,no,29-12-2023,5,1,INE0Q3R01026,5
SUNDARAM,Sundaram Multi Pap Limited,eq,no,02-06-2010,1,1,INE108E01023,1
SUNDARMFIN,Sundaram Finance Limited,eq,no,07-01-1998,10,1,INE660A01013,10
SUNDRMBRAK,Sundaram Brake Linings Limited,eq,no,17-07-1996,10,1,INE073D01013,10
SUNDRMFAST,Sundram Fasteners Limited,eq,no,07-06-2000,1,1,INE387A01021,1
SUNDROP,Sundrop Brands Limited,eq,no,06-12-2002,10,1,INE209A01019,10
SUNFLAG,Sunflag Iron And Steel Company Limited,eq,no,29-09-2005,10,1,INE947A01014,10
SUNPHARMA,Sun Pharmaceutical Industries Limited,eq,yes,08-02-1995,1,1,INE044A01036,1
SUNTECK,Sunteck Realty Limited,eq,no,13-11-2009,1,1,INE805D01034,1
SUNTV,Sun TV Network Limited,eq,no,24-04-2006,5,1,INE424H01027,5
SUPERHOUSE,Superhouse Limited,eq,no,26-09-2014,10,1,INE712B01010,10
SUPERSPIN,Super Spinning Mills Limited,eq,no,08-07-2004,1,1,INE662A01027,1
SUPRAJIT,Suprajit Engineering Limited,eq,no,18-02-2005,1,1,INE399C01030,1
SUPREME,Supreme Holdings & Hospitality (India) Limited,eq,no,03-02-2025,10,1,INE822E01011,10
SUPREMEENG,Supreme Engineering Limited,bz,no,04-12-2020,1,1,INE319Z01021,1
SUPREMEIND,Supreme Industries Limited,eq,yes,19-07-1995,2,1,INE195A01028,2
SUPREMEINF,Supreme Infrastructure India Limited,bz,no,18-10-2007,10,1,INE550H01011,10
SUPRIYA,Supriya Lifescience Limited,eq,no,28-12-2021,2,1,INE07RO01027,2
SURAJEST,Suraj Estate Developers Limited,eq,no,26-12-2023,5,1,INE843S01025,5
SURAJLTD,Suraj Limited,eq,no,29-08-2024,10,1,INE713C01016,10
SURAKSHA,Suraksha Diagnostic Limited,eq,no,06-12-2024,2,1,INE877V01027,2
SURANASOL,Surana Solar Limited,eq,no,07-01-2011,5,1,INE272L01022,5
SURANAT&P,Surana Telecom and Power Limited,eq,no,22-05-2002,1,1,INE130B01031,1
SURYALAXMI,Suryalakshmi Cotton Mills Limited,eq,no,15-06-2005,10,1,INE713B01026,10
SURYAROSNI,Surya Roshni Limited,eq,no,10-05-1995,5,1,INE335A01020,5
SURYODAY,Suryoday Small Finance Bank Limited,eq,no,26-03-2021,10,1,INE428Q01011,10
SUTLEJTEX,Sutlej Textiles and Industries Limited,eq,no,14-12-2006,1,1,INE645H01027,1
SUVEN,Suven Life Sciences Limited,eq,no,23-10-2003,1,1,INE495B01038,1
SUVIDHAA,Suvidhaa Infoserve Limited,eq,no,31-03-2021,1,1,INE018401013,1
SUYOG,Suyog Telematics Limited,eq,no,20-08-2024,10,1,INE442P01014,10
SUZLON,Suzlon Energy Limited,eq,yes,19-10-2005,2,1,INE040H01021,2
SVLL,Shree Vasu Logistics Limited,eq,no,21-04-2023,10,1,INE00CE01017,10
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,eq,no,14-07-2021,1,1,INE308E01029,1
SWANCORP,SWAN CORP LIMITED,eq,no,29-05-2012,1,1,INE665A01038,1
SWANDEF,Swan Defence and Heavy Industries Limited,be,no,20-01-2025,10,1,INE542F01020,10
SWARAJENG,Swaraj Engines Limited,eq,no,06-12-1995,10,1,INE277A01016,10
SWELECTES,Swelect Energy Systems Limited,eq,no,09-05-2006,10,1,INE409B01013,10
SWIGGY,Swiggy Limited,eq,yes,13-11-2024,1,1,INE00H001014,1
SWSOLAR,Sterling and Wilson Renewable Energy Limited,eq,no,20-08-2019,1,1,INE00M201021,1
SYMPHONY,Symphony Limited,eq,no,15-06-2011,2,1,INE225D01027,2
SYNCOMF,Syncom Formulations (India) Limited,eq,no,18-11-2022,1,1,INE312C01025,1
SYNGENE,Syngene International Limited,eq,yes,11-08-2015,10,1,INE398R01022,10
SYRMA,Syrma SGS Technology Limited,eq,no,26-08-2022,10,1,INE0DYJ01015,10
SYSTMTXC,Systematix Corporate Services Limited,eq,no,06-10-2025,1,1,INE356B01024,1
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,eq,no,27-07-1995,10,1,INE123C01018,10
TAJGVK,Taj GVK Hotels & Resorts Limited,eq,no,20-12-2000,2,1,INE586B01026,2
TAKE,Take Solutions Limited,be,no,27-08-2007,1,1,INE142I01023,1
TALBROAUTO,Talbros Automotive Components Limited,eq,no,29-09-2006,2,1,INE187D01029,2
TANLA,Tanla Platforms Limited,eq,no,05-01-2007,1,1,INE483C01032,1
TARACHAND,Tara Chand InfraLogistic Solutions Limited,eq,no,16-04-2024,2,1,INE555Z01020,2
TARAPUR,Tarapur Transformers Limited,eq,no,18-05-2010,10,1,INE747K01017,10
TARC,TARC Limited,eq,no,18-12-2020,2,1,INE0EK901012,2
TARIL,Transformers And Rectifiers (India) Limited,eq,no,28-12-2007,1,1,INE763I01026,1
TARMAT,Tarmat Limited,be,no,09-07-2007,10,1,INE924H01018,10
TARSONS,Tarsons Products Limited,eq,no,26-11-2021,2,1,INE144Z01023,2
TASTYBITE,Tasty Bite Eatables Limited,eq,no,23-03-2017,10,1,INE488B01017,10
TATACAP,Tata Capital Limited,eq,no,13-10-2025,10,1,INE976I01016,10
TATACHEM,Tata Chemicals Limited,eq,no,01-04-1999,10,1,INE092A01019,10
TATACOMM,Tata Communications Limited,eq,no,12-04-1995,10,1,INE151A01013,10
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,eq,yes,18-11-1998,1,1,INE192A01025,1
TATAELXSI,Tata Elxsi Limited,eq,yes,17-09-2003,10,1,INE670A01012,10
TATAINVEST,Tata Investment Corporation Limited,eq,no,24-06-1998,1,1,INE672A01026,1
TATAPOWER,Tata Power Company Limited,eq,yes,03-04-1996,1,1,INE245A01021,1
TATASTEEL,Tata Steel Limited,eq,yes,18-11-1998,1,1,INE081A01020,1
TATATECH,Tata Technologies Limited,eq,yes,30-11-2023,2,1,INE142M01025,2
TATVA,Tatva Chintan Pharma Chem Limited,eq,no,29-07-2021,10,1,INE0GK401011,10
TBOTEK,TBO Tek Limited,eq,no,15-05-2024,1,1,INE673O01025,1
TBZ,Tribhovandas Bhimji Zaveri Limited,eq,no,09-05-2012,10,1,INE760L01018,10
TCC,TCC Concept Limited,eq,no,25-02-2026,10,1,INE887D01016,10
TCI,Transport Corporation of India Limited,eq,no,21-01-2002,2,1,INE688A01022,2
TCIEXP,TCI Express Limited,eq,no,15-12-2016,2,1,INE586V01016,2
TCIFINANCE,TCI Finance Limited,eq,no,21-05-1997,10,1,INE911B01018,10
TCPLPACK,TCPL Packaging Limited,eq,no,17-10-2017,10,1,INE822C01015,10
TCS,Tata Consultancy Services Limited,eq,yes,25-08-2004,1,1,INE467B01029,1
TDPOWERSYS,TD Power Systems Limited,eq,no,08-09-2011,2,1,INE419M01027,2
TEAMGTY,Team India Guaranty Limited,eq,no,11-06-2002,10,1,INE289C01025,10
TEAMLEASE,Teamlease Services Limited,eq,no,12-02-2016,10,1,INE985S01024,10
TECHM,Tech Mahindra Limited,eq,yes,28-08-2006,5,1,INE669C01036,5
TECHNOE,Techno Electric & Engineering Company Limited,eq,no,04-12-2018,2,1,INE285K01026,2
TECILCHEM,TECIL Chemicals and Hydro Power Limited,eq,no,06-12-1995,10,50,INE014B01011,10
TEGA,Tega Industries Limited,eq,no,13-12-2021,10,1,INE011K01018,10
TEJASNET,Tejas Networks Limited,eq,no,27-06-2017,10,1,INE010J01012,10
TEMBO,Tembo Global Industries Limited,eq,no,23-04-2021,10,1,INE869Y01010,10
TENNIND,Tenneco Clean Air India Limited,eq,no,19-11-2025,10,1,INE19RI01016,10
TERASOFT,Tera Software Limited,eq,no,29-12-2016,10,1,INE482B01010,10
TEXINFRA,Texmaco Infrastructure & Holdings Limited,eq,no,09-09-2004,1,1,INE435C01024,1
TEXMOPIPES,Texmo Pipes and Products Limited,eq,no,10-03-2010,10,1,INE141K01013,10
TEXRAIL,Texmaco Rail & Engineering Limited,eq,no,03-03-2011,1,1,INE621L01012,1
TFCILTD,Tourism Finance Corporation of India Limited,eq,no,26-07-2000,2,1,INE305A01023,2
TFL,Transwarranty Finance Limited,eq,no,26-02-2007,10,1,INE804H01012,10
TGBHOTELS,TGB Banquets And Hotels Limited,eq,no,17-05-2007,10,1,INE797H01018,10
THANGAMAYL,Thangamayil Jewellery Limited,eq,no,19-02-2010,10,1,INE085J01014,10
THEINVEST,The Investment Trust Of India Limited,eq,no,02-08-2017,10,1,INE924D01017,10
THEJO,Thejo Engineering Limited,eq,no,10-10-2023,10,1,INE121N01019,10
THELEELA,Leela Palaces Hotels & Resorts Limited,eq,no,02-06-2025,10,1,INE0AQ201015,10
THEMISMED,Themis Medicare Limited,eq,no,02-04-2007,1,1,INE083B01024,1
THERMAX,Thermax Limited,eq,no,30-08-1995,2,1,INE152A01029,2
THOMASCOOK,Thomas Cook  (India)  Limited,eq,no,07-06-2000,1,1,INE332A01027,1
THOMASCOTT,Thomas Scott (India) Limited,eq,no,30-01-2012,10,1,INE480M01011,10
THYROCARE,Thyrocare Technologies Limited,eq,no,09-05-2016,10,1,INE594H01019,10
TI,Tilaknagar Industries Limited,eq,no,16-07-2010,10,1,INE133E01013,10
TICL,Twamev Construction and Infrastructure Limited,eq,no,16-10-2023,1,1,INE388G01026,1
TIGERLOGS,Tiger Logistics (India) Limited,eq,no,18-09-2025,1,1,INE906O01029,1
TIIL,Technocraft Industries (India) Limited,eq,no,12-02-2007,10,1,INE545H01011,10
TIINDIA,Tube Investments of India Limited,eq,yes,02-11-2017,1,1,INE974X01010,1
TIJARIA,Tijaria Polypipes Limited,be,no,14-10-2011,10,1,INE440L01017,10
TIL,TIL Limited,eq,no,27-09-1995,10,1,INE806C01018,10
TIMETECHNO,Time Technoplast Limited,eq,no,13-06-2007,1,1,INE508G01029,1
TIMKEN,Timken India Limited,eq,no,06-02-2007,10,1,INE325A01013,10
TINNARUBR,Tinna Rubber and Infrastructure Limited,eq,no,17-04-2025,10,1,INE015C01016,10
TIPSFILMS,Tips Films Limited,eq,no,06-10-2022,10,1,INE0LQS01015,10
TIPSMUSIC,Tips Music Limited,eq,no,10-11-2000,1,1,INE716B01029,1
TIRUMALCHM,Thirumalai Chemicals Limited,eq,no,14-05-2003,1,1,INE338A01024,1
TIRUPATIFL,Tirupati Forge Limited,be,no,04-08-2020,2,1,INE319Y01024,2
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,eq,no,21-04-2008,2,1,INE615H01020,2
TITAN,Titan Company Limited,eq,yes,24-09-2004,1,1,INE280A01028,1
TMB,Tamilnad Mercantile Bank Limited,eq,no,15-09-2022,10,1,INE668A01016,10
TMCV,Tata Motors Limited,eq,no,12-11-2025,2,1,INE1TAE01010,2
TMPV,Tata Motors Passenger Vehicles Limited,eq,yes,22-07-1998,2,1,INE155A01022,2
TNPETRO,Tamilnadu PetroProducts Limited,eq,no,27-10-1999,10,1,INE148A01019,10
TNPL,Tamil Nadu Newsprint & Papers Limited,eq,no,14-02-1996,10,1,INE107A01015,10
TNTELE,Tamilnadu Telecommunication Limited,eq,no,04-02-2003,10,1,INE141D01018,10
